frame_number,src_addr,dst_addr,src_port,dst_port,tcp_flags,protocol
497,172.27.224.250,172.27.224.251,502,53873,R,6
501,172.27.224.251,172.27.224.250,53874,502,S,6
502,172.27.224.250,172.27.224.251,502,53874,SA,6
503,172.27.224.251,172.27.224.250,53874,502,A,6
504,172.27.224.251,172.27.224.250,53874,502,PA,6
505,172.27.224.251,172.27.224.250,53874,502,PA,6
506,172.27.224.251,172.27.224.250,53874,502,PA,6
507,172.27.224.251,172.27.224.250,53874,502,PA,6
508,172.27.224.251,172.27.224.250,53874,502,PA,6
509,172.27.224.251,172.27.224.250,53874,502,PA,6
510,172.27.224.251,172.27.224.250,53874,502,PA,6
511,172.27.224.251,172.27.224.250,53874,502,PA,6
512,172.27.224.251,172.27.224.250,53874,502,PA,6
513,172.27.224.251,172.27.224.250,53874,502,PA,6
514,172.27.224.251,172.27.224.250,53874,502,PA,6
515,172.27.224.251,172.27.224.250,53874,502,PA,6
516,172.27.224.250,172.27.224.251,502,53874,A,6
517,172.27.224.250,172.27.224.251,502,53874,A,6
518,172.27.224.250,172.27.224.251,502,53874,PA,6
519,172.27.224.251,172.27.224.250,53874,502,A,6
521,172.27.224.251,172.27.224.250,53874,502,FA,6
522,172.27.224.250,172.27.224.251,502,53874,A,6
523,172.27.224.250,172.27.224.251,502,53874,FA,6
524,172.27.224.251,172.27.224.250,53874,502,A,6
525,172.27.224.250,172.27.224.251,502,53874,RA,6
526,172.27.224.250,172.27.224.251,502,53874,R,6
527,172.27.224.250,172.27.224.251,502,51656,A,6
528,172.27.224.251,172.27.224.250,51656,502,A,6
531,172.27.224.251,172.27.224.250,53875,502,S,6
532,172.27.224.250,172.27.224.251,502,53875,SA,6
533,172.27.224.251,172.27.224.250,53875,502,A,6
534,172.27.224.251,172.27.224.250,53875,502,PA,6
535,172.27.224.251,172.27.224.250,53875,502,PA,6
536,172.27.224.251,172.27.224.250,53875,502,PA,6
537,172.27.224.251,172.27.224.250,53875,502,PA,6
538,172.27.224.251,172.27.224.250,53875,502,PA,6
539,172.27.224.251,172.27.224.250,53875,502,PA,6
540,172.27.224.251,172.27.224.250,53875,502,PA,6
541,172.27.224.251,172.27.224.250,53875,502,PA,6
542,172.27.224.251,172.27.224.250,53875,502,PA,6
543,172.27.224.251,172.27.224.250,53875,502,PA,6
544,172.27.224.251,172.27.224.250,53875,502,PA,6
545,172.27.224.251,172.27.224.250,53875,502,PA,6
546,172.27.224.250,172.27.224.251,502,53875,A,6
547,172.27.224.250,172.27.224.251,502,53875,A,6
548,172.27.224.250,172.27.224.251,502,53875,PA,6
549,172.27.224.251,172.27.224.250,53875,502,A,6
551,172.27.224.251,172.27.224.250,53875,502,FA,6
552,172.27.224.250,172.27.224.251,502,53875,A,6
553,172.27.224.250,172.27.224.251,502,53875,FA,6
554,172.27.224.251,172.27.224.250,53875,502,A,6
555,172.27.224.250,172.27.224.251,502,53875,RA,6
556,172.27.224.250,172.27.224.251,502,53875,R,6
559,0.0.0.0,255.255.255.255,68,67,None,17
562,172.27.224.251,172.27.224.250,53876,502,S,6
563,172.27.224.250,172.27.224.251,502,53876,SA,6
564,172.27.224.251,172.27.224.250,53876,502,A,6
565,172.27.224.251,172.27.224.250,53876,502,PA,6
566,172.27.224.251,172.27.224.250,53876,502,PA,6
567,172.27.224.251,172.27.224.250,53876,502,PA,6
568,172.27.224.251,172.27.224.250,53876,502,PA,6
569,172.27.224.251,172.27.224.250,53876,502,PA,6
570,172.27.224.251,172.27.224.250,53876,502,PA,6
571,172.27.224.251,172.27.224.250,53876,502,PA,6
572,172.27.224.251,172.27.224.250,53876,502,PA,6
573,172.27.224.251,172.27.224.250,53876,502,PA,6
574,172.27.224.251,172.27.224.250,53876,502,PA,6
575,172.27.224.251,172.27.224.250,53876,502,PA,6
576,172.27.224.251,172.27.224.250,53876,502,PA,6
577,172.27.224.250,172.27.224.251,502,53876,A,6
578,172.27.224.250,172.27.224.251,502,53876,A,6
579,172.27.224.250,172.27.224.251,502,53876,PA,6
580,172.27.224.251,172.27.224.250,53876,502,A,6
582,0.0.0.0,255.255.255.255,68,67,None,17
587,172.27.224.251,172.27.224.250,53876,502,FA,6
588,172.27.224.250,172.27.224.251,502,53876,A,6
589,172.27.224.250,172.27.224.251,502,53876,FA,6
590,172.27.224.251,172.27.224.250,53876,502,A,6
591,172.27.224.250,172.27.224.251,502,53876,RA,6
592,172.27.224.250,172.27.224.251,502,53876,R,6
598,172.27.224.251,172.27.224.250,53877,502,S,6
599,172.27.224.250,172.27.224.251,502,53877,SA,6
600,172.27.224.251,172.27.224.250,53877,502,A,6
601,172.27.224.251,172.27.224.250,53877,502,PA,6
602,172.27.224.251,172.27.224.250,53877,502,PA,6
603,172.27.224.251,172.27.224.250,53877,502,PA,6
604,172.27.224.251,172.27.224.250,53877,502,PA,6
605,172.27.224.251,172.27.224.250,53877,502,PA,6
606,172.27.224.251,172.27.224.250,53877,502,PA,6
607,172.27.224.251,172.27.224.250,53877,502,PA,6
608,172.27.224.251,172.27.224.250,53877,502,PA,6
609,172.27.224.251,172.27.224.250,53877,502,PA,6
610,172.27.224.251,172.27.224.250,53877,502,PA,6
611,172.27.224.251,172.27.224.250,53877,502,PA,6
612,172.27.224.251,172.27.224.250,53877,502,PA,6
613,172.27.224.250,172.27.224.251,502,53877,A,6
614,172.27.224.250,172.27.224.251,502,53877,A,6
615,172.27.224.250,172.27.224.251,502,53877,PA,6
616,172.27.224.251,172.27.224.250,53877,502,A,6
618,172.27.224.251,172.27.224.250,53877,502,FA,6
619,172.27.224.250,172.27.224.251,502,53877,A,6
620,172.27.224.250,172.27.224.251,502,53877,FA,6
621,172.27.224.251,172.27.224.250,53877,502,A,6
622,172.27.224.250,172.27.224.251,502,53877,RA,6
623,172.27.224.250,172.27.224.251,502,53877,R,6
628,172.27.224.251,172.27.224.250,53878,502,S,6
629,172.27.224.250,172.27.224.251,502,53878,SA,6
630,172.27.224.251,172.27.224.250,53878,502,A,6
631,172.27.224.251,172.27.224.250,53878,502,PA,6
632,172.27.224.251,172.27.224.250,53878,502,PA,6
633,172.27.224.251,172.27.224.250,53878,502,PA,6
634,172.27.224.251,172.27.224.250,53878,502,PA,6
635,172.27.224.251,172.27.224.250,53878,502,PA,6
636,172.27.224.251,172.27.224.250,53878,502,PA,6
637,172.27.224.251,172.27.224.250,53878,502,PA,6
638,172.27.224.251,172.27.224.250,53878,502,PA,6
639,172.27.224.251,172.27.224.250,53878,502,PA,6
640,172.27.224.251,172.27.224.250,53878,502,PA,6
641,172.27.224.251,172.27.224.250,53878,502,PA,6
642,172.27.224.251,172.27.224.250,53878,502,PA,6
643,172.27.224.250,172.27.224.251,502,53878,A,6
644,172.27.224.250,172.27.224.251,502,53878,A,6
645,172.27.224.250,172.27.224.251,502,53878,PA,6
646,0.0.0.0,255.255.255.255,68,67,None,17
647,0.0.0.0,255.255.255.255,68,67,None,17
648,172.27.224.251,172.27.224.250,53878,502,A,6
650,172.27.224.251,172.27.224.250,53878,502,FA,6
651,172.27.224.250,172.27.224.251,502,53878,A,6
652,172.27.224.250,172.27.224.251,502,53878,FA,6
653,172.27.224.251,172.27.224.250,53878,502,A,6
654,172.27.224.250,172.27.224.251,502,53878,RA,6
655,172.27.224.250,172.27.224.251,502,53878,R,6
659,172.27.224.251,172.27.224.250,53879,502,S,6
660,172.27.224.250,172.27.224.251,502,53879,SA,6
661,172.27.224.251,172.27.224.250,53879,502,A,6
662,172.27.224.251,172.27.224.250,53879,502,PA,6
663,172.27.224.251,172.27.224.250,53879,502,PA,6
664,172.27.224.251,172.27.224.250,53879,502,PA,6
665,172.27.224.251,172.27.224.250,53879,502,PA,6
666,172.27.224.251,172.27.224.250,53879,502,PA,6
667,172.27.224.251,172.27.224.250,53879,502,PA,6
668,172.27.224.251,172.27.224.250,53879,502,PA,6
669,172.27.224.251,172.27.224.250,53879,502,PA,6
670,172.27.224.251,172.27.224.250,53879,502,PA,6
671,172.27.224.251,172.27.224.250,53879,502,PA,6
672,172.27.224.251,172.27.224.250,53879,502,PA,6
673,172.27.224.251,172.27.224.250,53879,502,PA,6
674,172.27.224.250,172.27.224.251,502,53879,A,6
675,172.27.224.250,172.27.224.251,502,53879,A,6
676,172.27.224.250,172.27.224.251,502,53879,PA,6
677,172.27.224.251,172.27.224.250,53879,502,A,6
680,172.27.224.251,172.27.224.250,53879,502,FA,6
682,172.27.224.250,172.27.224.251,502,53879,A,6
683,172.27.224.250,172.27.224.251,502,53879,FA,6
684,172.27.224.251,172.27.224.250,53879,502,A,6
685,172.27.224.250,172.27.224.251,502,53879,RA,6
686,172.27.224.250,172.27.224.251,502,53879,R,6
690,172.27.224.251,172.27.224.250,53880,502,S,6
691,172.27.224.250,172.27.224.251,502,53880,SA,6
692,172.27.224.251,172.27.224.250,53880,502,A,6
693,172.27.224.251,172.27.224.250,53880,502,PA,6
694,172.27.224.251,172.27.224.250,53880,502,PA,6
695,172.27.224.251,172.27.224.250,53880,502,PA,6
696,172.27.224.251,172.27.224.250,53880,502,PA,6
697,172.27.224.251,172.27.224.250,53880,502,PA,6
698,172.27.224.251,172.27.224.250,53880,502,PA,6
699,172.27.224.251,172.27.224.250,53880,502,PA,6
700,172.27.224.251,172.27.224.250,53880,502,PA,6
701,172.27.224.251,172.27.224.250,53880,502,PA,6
702,172.27.224.251,172.27.224.250,53880,502,PA,6
703,172.27.224.251,172.27.224.250,53880,502,PA,6
704,172.27.224.251,172.27.224.250,53880,502,PA,6
705,172.27.224.250,172.27.224.251,502,53880,A,6
706,172.27.224.250,172.27.224.251,502,53880,A,6
707,172.27.224.250,172.27.224.251,502,53880,PA,6
708,172.27.224.251,172.27.224.250,53880,502,A,6
709,172.27.224.251,172.27.224.250,53880,502,FA,6
710,172.27.224.250,172.27.224.251,502,53880,A,6
711,172.27.224.250,172.27.224.251,502,53880,FA,6
712,172.27.224.251,172.27.224.250,53880,502,A,6
713,172.27.224.250,172.27.224.251,502,53880,RA,6
714,172.27.224.250,172.27.224.251,502,53880,R,6
718,172.27.224.251,172.27.224.250,53881,502,S,6
719,172.27.224.250,172.27.224.251,502,53881,SA,6
720,172.27.224.251,172.27.224.250,53881,502,A,6
721,172.27.224.251,172.27.224.250,53881,502,PA,6
722,172.27.224.251,172.27.224.250,53881,502,PA,6
723,172.27.224.251,172.27.224.250,53881,502,PA,6
724,172.27.224.251,172.27.224.250,53881,502,PA,6
725,172.27.224.251,172.27.224.250,53881,502,PA,6
726,172.27.224.251,172.27.224.250,53881,502,PA,6
727,172.27.224.251,172.27.224.250,53881,502,PA,6
728,172.27.224.251,172.27.224.250,53881,502,PA,6
729,172.27.224.251,172.27.224.250,53881,502,PA,6
730,172.27.224.251,172.27.224.250,53881,502,PA,6
731,172.27.224.251,172.27.224.250,53881,502,PA,6
732,172.27.224.251,172.27.224.250,53881,502,PA,6
733,172.27.224.250,172.27.224.251,502,53881,A,6
734,172.27.224.250,172.27.224.251,502,53881,A,6
735,172.27.224.250,172.27.224.251,502,53881,PA,6
736,172.27.224.251,172.27.224.250,53881,502,A,6
738,172.27.224.251,172.27.224.250,53881,502,FA,6
739,172.27.224.250,172.27.224.251,502,53881,A,6
740,172.27.224.250,172.27.224.251,502,53881,FA,6
741,172.27.224.251,172.27.224.250,53881,502,A,6
742,172.27.224.250,172.27.224.251,502,53881,RA,6
743,172.27.224.250,172.27.224.251,502,53881,R,6
746,172.27.224.251,172.27.224.250,53882,502,S,6
747,172.27.224.250,172.27.224.251,502,53882,SA,6
748,172.27.224.251,172.27.224.250,53882,502,A,6
749,172.27.224.251,172.27.224.250,53882,502,PA,6
750,172.27.224.251,172.27.224.250,53882,502,PA,6
751,172.27.224.251,172.27.224.250,53882,502,PA,6
752,172.27.224.251,172.27.224.250,53882,502,PA,6
753,172.27.224.251,172.27.224.250,53882,502,PA,6
754,172.27.224.251,172.27.224.250,53882,502,PA,6
755,172.27.224.251,172.27.224.250,53882,502,PA,6
756,172.27.224.251,172.27.224.250,53882,502,PA,6
757,172.27.224.251,172.27.224.250,53882,502,PA,6
758,172.27.224.251,172.27.224.250,53882,502,PA,6
759,172.27.224.251,172.27.224.250,53882,502,PA,6
760,172.27.224.251,172.27.224.250,53882,502,PA,6
761,172.27.224.250,172.27.224.251,502,53882,A,6
762,172.27.224.250,172.27.224.251,502,53882,A,6
763,172.27.224.250,172.27.224.251,502,53882,PA,6
765,172.27.224.251,172.27.224.250,53882,502,A,6
766,172.27.224.251,172.27.224.250,53882,502,FA,6
767,172.27.224.250,172.27.224.251,502,53882,A,6
768,172.27.224.250,172.27.224.251,502,53882,FA,6
769,172.27.224.251,172.27.224.250,53882,502,A,6
770,172.27.224.250,172.27.224.251,502,53882,RA,6
771,172.27.224.250,172.27.224.251,502,53882,R,6
773,0.0.0.0,255.255.255.255,68,67,None,17
774,0.0.0.0,255.255.255.255,68,67,None,17
777,172.27.224.251,172.27.224.250,53883,502,S,6
778,172.27.224.250,172.27.224.251,502,53883,SA,6
779,172.27.224.251,172.27.224.250,53883,502,A,6
780,172.27.224.251,172.27.224.250,53883,502,PA,6
781,172.27.224.251,172.27.224.250,53883,502,PA,6
782,172.27.224.251,172.27.224.250,53883,502,PA,6
783,172.27.224.251,172.27.224.250,53883,502,PA,6
784,172.27.224.251,172.27.224.250,53883,502,PA,6
785,172.27.224.251,172.27.224.250,53883,502,PA,6
786,172.27.224.251,172.27.224.250,53883,502,PA,6
787,172.27.224.251,172.27.224.250,53883,502,PA,6
788,172.27.224.251,172.27.224.250,53883,502,PA,6
789,172.27.224.251,172.27.224.250,53883,502,PA,6
790,172.27.224.251,172.27.224.250,53883,502,PA,6
791,172.27.224.251,172.27.224.250,53883,502,PA,6
792,172.27.224.250,172.27.224.251,502,53883,A,6
793,172.27.224.250,172.27.224.251,502,53883,A,6
794,172.27.224.250,172.27.224.251,502,53883,PA,6
795,172.27.224.251,172.27.224.250,53883,502,A,6
797,172.27.224.251,172.27.224.250,53883,502,FA,6
798,172.27.224.250,172.27.224.251,502,53883,A,6
799,172.27.224.250,172.27.224.251,502,53883,FA,6
800,172.27.224.251,172.27.224.250,53883,502,A,6
801,172.27.224.250,172.27.224.251,502,53883,RA,6
802,172.27.224.250,172.27.224.251,502,53883,R,6
805,172.27.224.251,172.27.224.250,53884,502,S,6
806,172.27.224.250,172.27.224.251,502,53884,SA,6
807,172.27.224.251,172.27.224.250,53884,502,A,6
808,172.27.224.251,172.27.224.250,53884,502,PA,6
809,172.27.224.251,172.27.224.250,53884,502,PA,6
810,172.27.224.251,172.27.224.250,53884,502,PA,6
811,172.27.224.251,172.27.224.250,53884,502,PA,6
812,172.27.224.251,172.27.224.250,53884,502,PA,6
813,172.27.224.251,172.27.224.250,53884,502,PA,6
814,172.27.224.251,172.27.224.250,53884,502,PA,6
815,172.27.224.251,172.27.224.250,53884,502,PA,6
816,172.27.224.251,172.27.224.250,53884,502,PA,6
817,172.27.224.251,172.27.224.250,53884,502,PA,6
818,172.27.224.251,172.27.224.250,53884,502,PA,6
819,172.27.224.251,172.27.224.250,53884,502,PA,6
820,172.27.224.250,172.27.224.251,502,53884,A,6
821,172.27.224.250,172.27.224.251,502,53884,A,6
822,172.27.224.250,172.27.224.251,502,53884,PA,6
823,172.27.224.251,172.27.224.250,53884,502,A,6
825,172.27.224.251,172.27.224.250,53884,502,FA,6
826,172.27.224.250,172.27.224.251,502,53884,A,6
827,172.27.224.250,172.27.224.251,502,53884,FA,6
828,172.27.224.251,172.27.224.250,53884,502,A,6
829,172.27.224.250,172.27.224.251,502,53884,RA,6
830,172.27.224.250,172.27.224.251,502,53884,R,6
834,172.27.224.251,172.27.224.250,53885,502,S,6
835,172.27.224.250,172.27.224.251,502,53885,SA,6
836,172.27.224.251,172.27.224.250,53885,502,A,6
837,172.27.224.251,172.27.224.250,53885,502,PA,6
838,172.27.224.251,172.27.224.250,53885,502,PA,6
839,172.27.224.251,172.27.224.250,53885,502,PA,6
840,172.27.224.251,172.27.224.250,53885,502,PA,6
841,172.27.224.251,172.27.224.250,53885,502,PA,6
842,172.27.224.251,172.27.224.250,53885,502,PA,6
843,172.27.224.251,172.27.224.250,53885,502,PA,6
844,172.27.224.251,172.27.224.250,53885,502,PA,6
845,172.27.224.251,172.27.224.250,53885,502,PA,6
846,172.27.224.251,172.27.224.250,53885,502,PA,6
847,172.27.224.251,172.27.224.250,53885,502,PA,6
848,172.27.224.251,172.27.224.250,53885,502,PA,6
849,172.27.224.250,172.27.224.251,502,53885,A,6
850,172.27.224.250,172.27.224.251,502,53885,A,6
851,172.27.224.250,172.27.224.251,502,53885,PA,6
852,172.27.224.251,172.27.224.250,53885,502,A,6
854,172.27.224.251,172.27.224.250,53885,502,FA,6
855,172.27.224.250,172.27.224.251,502,53885,A,6
856,172.27.224.250,172.27.224.251,502,53885,FA,6
857,172.27.224.251,172.27.224.250,53885,502,A,6
858,172.27.224.250,172.27.224.251,502,53885,RA,6
859,172.27.224.250,172.27.224.251,502,53885,R,6
860,0.0.0.0,255.255.255.255,68,67,None,17
863,172.27.224.251,172.27.224.250,53886,502,S,6
864,172.27.224.250,172.27.224.251,502,53886,SA,6
865,172.27.224.251,172.27.224.250,53886,502,A,6
866,172.27.224.251,172.27.224.250,53886,502,PA,6
867,172.27.224.251,172.27.224.250,53886,502,PA,6
868,172.27.224.251,172.27.224.250,53886,502,PA,6
869,172.27.224.251,172.27.224.250,53886,502,PA,6
870,172.27.224.251,172.27.224.250,53886,502,PA,6
871,172.27.224.251,172.27.224.250,53886,502,PA,6
872,172.27.224.251,172.27.224.250,53886,502,PA,6
873,172.27.224.251,172.27.224.250,53886,502,PA,6
874,172.27.224.251,172.27.224.250,53886,502,PA,6
875,172.27.224.251,172.27.224.250,53886,502,PA,6
876,172.27.224.251,172.27.224.250,53886,502,PA,6
877,172.27.224.251,172.27.224.250,53886,502,PA,6
878,172.27.224.250,172.27.224.251,502,53886,A,6
879,172.27.224.250,172.27.224.251,502,53886,A,6
880,172.27.224.250,172.27.224.251,502,53886,PA,6
881,172.27.224.251,172.27.224.250,53886,502,A,6
883,172.27.224.251,172.27.224.250,53886,502,FA,6
884,172.27.224.250,172.27.224.251,502,53886,A,6
885,172.27.224.250,172.27.224.251,502,53886,FA,6
886,172.27.224.251,172.27.224.250,53886,502,A,6
887,172.27.224.250,172.27.224.251,502,53886,RA,6
888,172.27.224.250,172.27.224.251,502,53886,R,6
892,172.27.224.251,172.27.224.250,53887,502,S,6
893,172.27.224.250,172.27.224.251,502,53887,SA,6
894,172.27.224.251,172.27.224.250,53887,502,A,6
895,172.27.224.251,172.27.224.250,53887,502,PA,6
896,172.27.224.251,172.27.224.250,53887,502,PA,6
897,172.27.224.251,172.27.224.250,53887,502,PA,6
898,172.27.224.251,172.27.224.250,53887,502,PA,6
899,172.27.224.251,172.27.224.250,53887,502,PA,6
900,172.27.224.251,172.27.224.250,53887,502,PA,6
901,172.27.224.251,172.27.224.250,53887,502,PA,6
902,172.27.224.251,172.27.224.250,53887,502,PA,6
903,172.27.224.251,172.27.224.250,53887,502,PA,6
904,172.27.224.251,172.27.224.250,53887,502,PA,6
905,172.27.224.251,172.27.224.250,53887,502,PA,6
906,172.27.224.251,172.27.224.250,53887,502,PA,6
907,172.27.224.250,172.27.224.251,502,53887,A,6
908,172.27.224.250,172.27.224.251,502,53887,A,6
909,172.27.224.250,172.27.224.251,502,53887,PA,6
910,172.27.224.251,172.27.224.250,53887,502,A,6
911,172.27.224.251,172.27.224.250,53887,502,FA,6
912,172.27.224.250,172.27.224.251,502,53887,A,6
913,172.27.224.250,172.27.224.251,502,53887,FA,6
914,172.27.224.251,172.27.224.250,53887,502,A,6
915,172.27.224.250,172.27.224.251,502,53887,RA,6
916,172.27.224.250,172.27.224.251,502,53887,R,6
920,172.27.224.251,172.27.224.250,53888,502,S,6
921,172.27.224.250,172.27.224.251,502,53888,SA,6
922,172.27.224.251,172.27.224.250,53888,502,A,6
923,172.27.224.251,172.27.224.250,53888,502,PA,6
924,172.27.224.251,172.27.224.250,53888,502,PA,6
925,172.27.224.251,172.27.224.250,53888,502,PA,6
926,172.27.224.251,172.27.224.250,53888,502,PA,6
927,172.27.224.251,172.27.224.250,53888,502,PA,6
928,172.27.224.251,172.27.224.250,53888,502,PA,6
929,172.27.224.251,172.27.224.250,53888,502,PA,6
930,172.27.224.251,172.27.224.250,53888,502,PA,6
931,172.27.224.251,172.27.224.250,53888,502,PA,6
932,172.27.224.251,172.27.224.250,53888,502,PA,6
933,172.27.224.251,172.27.224.250,53888,502,PA,6
934,172.27.224.251,172.27.224.250,53888,502,PA,6
935,172.27.224.250,172.27.224.251,502,53888,A,6
936,172.27.224.250,172.27.224.251,502,53888,A,6
937,172.27.224.250,172.27.224.251,502,53888,PA,6
938,172.27.224.251,172.27.224.250,53888,502,A,6
940,0.0.0.0,255.255.255.255,68,67,None,17
941,172.27.224.251,172.27.224.250,53888,502,FA,6
942,172.27.224.250,172.27.224.251,502,53888,A,6
943,172.27.224.250,172.27.224.251,502,53888,FA,6
944,172.27.224.251,172.27.224.250,53888,502,A,6
945,172.27.224.250,172.27.224.251,502,53888,RA,6
946,172.27.224.250,172.27.224.251,502,53888,R,6
950,172.27.224.251,172.27.224.250,53889,502,S,6
951,172.27.224.250,172.27.224.251,502,53889,SA,6
952,172.27.224.251,172.27.224.250,53889,502,A,6
953,172.27.224.251,172.27.224.250,53889,502,PA,6
954,172.27.224.251,172.27.224.250,53889,502,PA,6
955,172.27.224.251,172.27.224.250,53889,502,PA,6
956,172.27.224.251,172.27.224.250,53889,502,PA,6
957,172.27.224.251,172.27.224.250,53889,502,PA,6
958,172.27.224.251,172.27.224.250,53889,502,PA,6
959,172.27.224.251,172.27.224.250,53889,502,PA,6
960,172.27.224.251,172.27.224.250,53889,502,PA,6
961,172.27.224.251,172.27.224.250,53889,502,PA,6
962,172.27.224.251,172.27.224.250,53889,502,PA,6
963,172.27.224.251,172.27.224.250,53889,502,PA,6
964,172.27.224.251,172.27.224.250,53889,502,PA,6
965,172.27.224.250,172.27.224.251,502,53889,A,6
966,172.27.224.250,172.27.224.251,502,53889,A,6
967,172.27.224.250,172.27.224.251,502,53889,PA,6
968,172.27.224.251,172.27.224.250,53889,502,A,6
969,172.27.224.251,172.27.224.250,53889,502,FA,6
970,172.27.224.250,172.27.224.251,502,53889,A,6
971,172.27.224.250,172.27.224.251,502,53889,FA,6
972,172.27.224.251,172.27.224.250,53889,502,A,6
973,172.27.224.250,172.27.224.251,502,53889,RA,6
974,172.27.224.250,172.27.224.251,502,53889,R,6
978,172.27.224.251,172.27.224.250,53890,502,S,6
979,172.27.224.250,172.27.224.251,502,53890,SA,6
980,172.27.224.251,172.27.224.250,53890,502,A,6
981,172.27.224.251,172.27.224.250,53890,502,PA,6
982,172.27.224.251,172.27.224.250,53890,502,PA,6
983,172.27.224.251,172.27.224.250,53890,502,PA,6
984,172.27.224.251,172.27.224.250,53890,502,PA,6
985,172.27.224.251,172.27.224.250,53890,502,PA,6
986,172.27.224.251,172.27.224.250,53890,502,PA,6
987,172.27.224.251,172.27.224.250,53890,502,PA,6
988,172.27.224.251,172.27.224.250,53890,502,PA,6
989,172.27.224.251,172.27.224.250,53890,502,PA,6
990,172.27.224.251,172.27.224.250,53890,502,PA,6
991,172.27.224.251,172.27.224.250,53890,502,PA,6
992,172.27.224.251,172.27.224.250,53890,502,PA,6
993,172.27.224.250,172.27.224.251,502,53890,A,6
994,172.27.224.250,172.27.224.251,502,53890,A,6
995,172.27.224.250,172.27.224.251,502,53890,PA,6
996,172.27.224.251,172.27.224.250,53890,502,A,6
998,172.27.224.251,172.27.224.250,53890,502,FA,6
999,172.27.224.250,172.27.224.251,502,53890,A,6
